Number of packages received,Response time [ms]
1,34
2,32
3,31
4,32
5,33
6,31
7,31
8,31
9,31
10,32
11,31
12,31
13,31
14,30
15,31
16,30
17,32
18,31
19,31
20,31
21,30
22,31
23,31
24,30
25,30
26,31
27,31
28,30
29,31
30,31
31,31
32,31
33,31
34,32
35,31
36,31
37,31
38,31
39,31
40,31
41,31
42,31
43,31
44,31
45,31
46,30
47,31
48,31
49,31
50,30
51,30
52,30
53,30
54,31
55,31
56,30
57,31
58,31
59,31
60,31
61,31
62,30
63,31
64,31
65,31
66,31
67,31
68,31
69,30
70,30
71,31
72,30
73,31
74,31
75,31
76,31
77,31
78,31
79,31
80,30
81,31
82,31
83,31
84,31
85,31
86,31
87,30
88,31
89,31
90,31
91,31
92,31
93,32
94,31
95,31
96,31
97,31
98,31
99,31
100,31
101,31
102,31
103,30
104,31
105,30
106,37
107,37
108,37
109,36
110,37
111,37
112,37
113,37
114,37
115,37
116,37
117,37
118,37
119,37
120,37
121,36
122,37
123,36
124,37
125,38
126,37
127,37
128,37
129,37
130,37
131,37
132,37
133,36
134,37
135,37
136,37
137,37
138,36
139,38
140,37
141,37
142,36
143,37
144,37
145,37
146,37
147,37
148,36
149,37
150,36
151,38
152,38
153,37
154,37
155,37
156,37
157,37
158,37
159,37
160,36
161,37
162,37
163,36
164,37
165,37
166,36
167,37
168,37
169,37
170,37
171,37
172,43
173,43
174,43
175,43
176,43
177,43
178,44
179,43
180,43
181,43
182,43
183,43
184,43
185,43
186,43
187,43
188,43
189,43
190,43
191,43
192,43
193,43
194,43
195,43
196,43
197,42
198,43
199,43
200,43
201,43
202,42
203,43
204,43
205,43
206,43
207,43
208,43
209,43
210,43
211,42
212,43
213,43
214,42
215,43
216,43
217,43
218,42
219,44
220,43
221,43
222,43
223,43
224,43
225,43
226,44
227,43
228,43
229,43
230,43
231,42
232,43
233,43
234,43
235,43
236,42
237,43
238,43
239,42
240,43
241,42
242,43
243,43
244,43
245,43
246,43
247,43
248,43
249,43
250,43
251,43
252,43
253,43
254,43
255,43
256,42
257,44
258,43
259,43
260,43
261,43
262,43
263,43
264,43
265,43
266,42
267,42
268,42
269,43
270,44
271,43
272,43
273,43
274,43
275,43
276,43
277,43
278,43
279,43
280,43
281,41
282,31
283,31
284,30
285,30
286,31
287,31
288,31
289,31
290,30
291,30
292,31
293,31
294,30
295,31
296,31
297,31
298,31
299,31
300,31
301,31
302,31
303,31
304,30
305,31
306,30
307,31
308,31
309,31
310,31
311,31
312,30
313,31
314,30
315,30
316,30
317,30
318,31
319,30
320,30
321,30
322,30
323,31
324,31
325,31
326,31
327,30
328,31
329,31
330,31
331,31
332,30
333,30
334,31
335,31
336,31
337,31
338,31
339,32
340,31
341,31
342,31
343,31
344,31
345,31
346,31
347,31
348,31
349,30
350,31
351,31
352,31
353,31
354,31
355,31
356,31
357,31
358,31
359,32
360,31
361,31
362,31
363,31
364,31
365,31
366,32
367,31
368,31
369,32
370,32
371,32
372,31
373,31
374,37
375,43
376,43
377,43
378,43
379,43
380,43
381,43
382,43
383,43
384,43
385,43
386,43
387,43
388,43
389,43
390,43
391,43
392,43
393,43
394,43
395,43
396,44
397,43
398,44
399,43
400,43
401,43
402,43
403,43
404,43
405,43
406,43
407,43
408,43
409,43
410,43
411,43
412,43
413,44
414,43
415,43
416,43
417,43
418,37
419,37
420,38
421,37
422,37
423,37
424,37
425,37
426,37
427,38
428,37
429,37
430,37
431,37
432,37
433,38
434,37
435,37
436,37
437,37
438,37
439,38
440,37
441,37
442,37
443,37
444,37
445,37
446,38
447,38
448,36
449,37
450,38
451,37
452,37
453,37
454,37
455,37
456,37
457,38
458,37
459,37
460,37
461,37
462,37
463,38
464,38
465,37
466,37
467,38
468,37
469,38
470,38
471,37
472,37
473,37
474,37
475,37
476,37
477,37
478,37
479,37
480,37
481,37
482,36
483,36
484,37
485,38
486,37
487,37
488,37
489,37
490,38
491,37
492,36
493,31
494,32
495,31
496,31
497,31
498,31
499,31
500,31
501,31
502,31
503,31
504,31
505,31
506,31
507,31
508,32
509,32
510,31
511,32
512,32
513,31
514,31
515,31
516,31
517,31
518,31
519,32
520,31
521,31
522,31
523,31
524,31
525,31
526,31
527,31
528,31
529,31
530,31
531,32
532,31
533,31
534,31
535,32
536,32
537,31
538,31
539,31
540,32
541,31
542,32
543,31
544,31
545,32
546,31
547,31
548,32
549,31
550,31
551,31
552,31
553,32
554,32
555,31
556,31
557,31
558,31
559,31
560,31
561,32
562,31
563,31
564,31
565,37
566,37
567,37
568,37
569,38
570,37
571,37
572,37
573,37
574,37
575,37
576,37
577,37
578,38
579,37
580,38
581,37
582,37
583,37
584,37
585,37
586,37
587,37
588,38
589,37
590,37
591,38
592,37
593,37
594,37
595,38
596,37
597,37
598,37
599,37
600,37
601,37
602,37
603,37
604,37
605,37
606,37
607,37
608,37
609,38
610,38
611,37
612,38
613,37
614,37
615,37
616,38
617,37
618,37
619,37
620,37
621,38
622,38
623,37
624,37
625,37
626,37
627,37
628,37
629,38
630,37
631,37
632,37
633,37
634,37
635,37
636,37
637,37
638,36
639,32
640,31
641,31
642,31
643,31
644,30
645,31
646,31
647,31
648,31
649,31
650,31
651,31
652,31
653,31
654,30
655,31
656,30
657,31
658,31
659,31
660,31
661,31
662,31
663,31
664,31
665,31
666,31
667,31
668,31
669,31
670,31
671,32
672,31
673,31
674,31
675,31
676,31
677,31
678,31
679,31
680,31
681,31
682,31
683,31
684,31
685,31
686,30
687,30
688,31
689,31
690,31
691,31
692,31
693,30
694,30
695,30
696,31
697,30
698,31
699,31
700,31
701,30
702,31
703,31
704,31
705,31
706,30
707,31
708,30
709,30
710,31
711,30
712,30
713,31
714,31
715,31
716,31
717,31
718,31
719,31
720,31
721,31
722,32
723,31
724,31
725,32
726,31
727,31
728,31
729,31
730,31
731,31
732,31
733,31
734,31
735,31
736,31
737,31
738,32
739,31
740,31
741,31
742,31
743,31
744,32
745,31
746,31
747,31
748,31
749,31
750,31
751,31
752,31
753,31
754,31
755,31
756,31
757,31
758,37
759,37
760,37
761,37
762,37
763,36
764,37
765,37
766,37
767,37
768,37
769,37
770,37
771,37
772,37
773,37
774,37
775,37
776,37
777,37
778,37
779,37
780,37
781,37
782,37
783,37
784,37
785,37
786,37
787,37
788,37
789,37
790,37
791,37
792,37
793,38
794,37
795,37
796,37
797,37
798,38
799,37
800,36
801,32
802,31
803,32
804,31
805,31
806,31
807,31
808,31
809,31
810,31
811,31
812,31
813,31
814,31
815,31
816,31
817,31
818,31
819,31
820,31
821,31
822,31
823,31
824,32
825,32
826,31
827,31
828,31
829,31
830,31
831,31
832,31
833,31
834,31
835,31
836,32
837,32
838,31
839,31
840,31
841,31
842,31
843,31
844,32
845,31
846,32
847,31
848,31
849,31
850,31
851,32
852,31
853,31
854,31
855,31
856,31
857,31
858,31
859,32
860,31
861,31
862,31
863,32
864,31
865,32
866,31
867,31
868,31
869,31
870,31
871,31
872,31
873,32
874,31
875,32
876,31
877,31
878,31
879,31
880,31
881,31
882,31
883,31
884,31
885,31
886,31
887,31
888,31
889,31
890,31
891,32
892,34
893,37
894,37
895,37
896,37
897,37
898,38
899,37
900,37
901,37
902,37
903,37
904,37
905,37
906,37
907,37
908,38
909,37
910,38
911,37
912,37
913,37
914,37
915,37
916,37
917,37
918,38
919,37
920,37
921,38
922,37
923,38
924,37
925,37
926,37
927,37
928,38
929,38
930,37
931,37
932,37
933,37
934,37
935,37
936,37
937,37
938,37
939,38
940,37
941,37
942,37
943,37
944,37
945,38
946,37
947,37
948,37
949,37
950,38
951,37
952,37
953,37
954,37
955,37
956,37
957,37
958,37
959,37
960,37
961,38
962,37
963,37
964,37
965,37
966,38
967,37
968,37
969,37
970,37
971,37
972,38
973,37
974,37
975,37
976,36
977,37
978,37
979,37
980,38
981,37
982,37
983,38
984,37
985,38
986,37
987,38
988,38
989,37
990,37
991,37
992,38
993,37
994,37
995,37
996,37
997,37
998,36
999,37
1000,37
1001,38
1002,37
1003,37
1004,37
1005,37
1006,38
1007,37
1008,37
1009,37
1010,38
1011,37
1012,37
1013,37
1014,37
1015,37
1016,37
1017,37
1018,37
1019,37
1020,37
1021,37
1022,37
1023,37
1024,37
1025,37
1026,37
1027,37
1028,37
1029,37
1030,37
1031,40
1032,43
1033,43
1034,43
1035,43
1036,43
1037,43
1038,43
1039,44
1040,43
1041,43
1042,43
1043,43
1044,43
1045,44
1046,44
1047,43
1048,43
1049,43
1050,31
1051,31
1052,32
1053,31
1054,31
1055,31
1056,31
1057,31
1058,31
1059,31
1060,31
1061,31
1062,32
1063,31
1064,31
1065,31
1066,31
1067,31
1068,31
1069,31
1070,31
1071,31
1072,31
1073,31
1074,31
1075,31
1076,31
1077,31
1078,31
1079,31
1080,31
1081,31
1082,31
1083,31
1084,31
1085,44
1086,43
1087,43
1088,43
1089,43
1090,43
1091,43
1092,43
1093,44
1094,43
1095,44
1096,43
1097,43
1098,43
1099,43
1100,43
1101,43
1102,43
1103,43
1104,43
1105,43
1106,43
1107,43
1108,43
1109,44
1110,43
1111,43
1112,44
1113,43
1114,43
1115,44
1116,43
1117,43
1118,43
1119,42
1120,43
1121,43
1122,42
1123,43
1124,43
1125,42
1126,43
1127,43
1128,43
1129,44
1130,43
1131,43
1132,43
1133,43
1134,43
1135,43
1136,43
1137,43
1138,43
1139,43
1140,43
1141,43
1142,43
1143,44
1144,43
1145,43
1146,43
1147,43
1148,43
1149,43
1150,43
1151,43
1152,43
1153,44
1154,43
1155,43
1156,43
1157,42
1158,42
1159,43
1160,43
1161,43
1162,43
1163,43
1164,43
1165,43
1166,43
1167,43
1168,43
1169,43
1170,43
1171,44
1172,43
1173,43
1174,43
1175,44
1176,43
1177,44
1178,43
1179,43
1180,43
1181,43
1182,43
1183,44
1184,43
1185,43
1186,43
1187,43
1188,43
1189,44
1190,43
1191,43
1192,43
1193,43
1194,43
1195,43
1196,43
1197,43
1198,43
1199,43
1200,44
1201,43
1202,43
1203,43
1204,43
1205,43
1206,43
1207,43
1208,43
1209,43
1210,43
1211,43
1212,31
1213,31
1214,31
1215,31
1216,31
1217,31
1218,31
1219,31
1220,31
1221,32
1222,32
1223,31
1224,31
1225,31
1226,32
1227,31
1228,32
1229,31
1230,31
1231,31
1232,31
1233,31
1234,31
1235,31
1236,31
1237,31
1238,31
1239,31
1240,31
1241,31
1242,31
1243,31
1244,31
1245,31
1246,31
1247,31
1248,31
1249,31
1250,31
1251,31
1252,31
1253,31
1254,31
1255,31
1256,31
1257,31
1258,31
1259,31
1260,31
1261,31
1262,31
1263,39
1264,43
1265,43
1266,43
1267,43
1268,43
1269,43
1270,43
1271,43
1272,43
1273,43
1274,44
1275,43
1276,43
1277,43
1278,43
1279,44
1280,43
1281,43
1282,43
1283,43
1284,43
1285,43
1286,43
1287,43
1288,43
1289,43
1290,43
1291,43
1292,43
1293,43
1294,43
1295,43
1296,43
1297,44
1298,43
1299,43
1300,43
1301,43
1302,43
1303,43
1304,43
1305,43
1306,42
1307,43
1308,43
1309,43
1310,43
1311,44
1312,43
1313,44
1314,44
1315,43
1316,44
1317,43
1318,43
1319,43
1320,44
1321,43
1322,43
1323,44
1324,44
1325,43
1326,43
1327,43
1328,43
1329,43
1330,43
1331,44
1332,43
1333,43
1334,43
1335,43
1336,43
1337,43
1338,44
1339,43
1340,43
1341,43
1342,43
1343,43
1344,43
1345,43
1346,43
1347,43
1348,43
1349,37
1350,37
1351,37
1352,37
1353,36
1354,37
1355,37
1356,37
1357,37
1358,37
1359,37
1360,37
1361,37
1362,37
1363,37
1364,37
1365,37
1366,37
1367,37
1368,37
1369,37
1370,37
1371,38
1372,38
1373,37
1374,37
1375,37
1376,38
1377,37
1378,37
1379,37
1380,37
1381,37
1382,38
1383,37
1384,37
1385,37
1386,38
1387,37
1388,38
1389,37
1390,37
1391,38
1392,37
1393,37
1394,37
1395,37
1396,37
1397,37
1398,37
1399,37
1400,37
1401,37
1402,37
1403,37
1404,37
1405,37
1406,37
1407,31
1408,31
1409,31
1410,31
1411,32
1412,31
1413,31
1414,31
1415,31
1416,31
1417,31
1418,31
1419,31
1420,31
1421,31
1422,31
1423,31
1424,31
1425,31
1426,31
1427,31
1428,31
1429,31
1430,32
1431,31
1432,31
1433,31
1434,31
1435,31
1436,31
1437,31
1438,31
1439,31
1440,31
1441,31
1442,31
1443,32
1444,31
1445,31
1446,31
1447,31
1448,31
1449,31
1450,31
1451,31
1452,31
1453,31
1454,32
1455,32
1456,31
1457,31
1458,31
1459,30
1460,30
1461,31
1462,31
1463,31
1464,31
1465,31
1466,31
1467,31
1468,31
1469,31
1470,31
1471,31
1472,31
1473,31
1474,31
1475,31
1476,31
1477,31
1478,31
1479,31
1480,31
1481,31
1482,31
1483,31
1484,31
1485,31
1486,32
1487,32
1488,31
1489,31
1490,31
1491,31
1492,31
1493,31
1494,31
1495,31
1496,31
1497,31
1498,31
1499,31
1500,31
1501,31
1502,31
1503,31
1504,31
1505,31
1506,31
1507,31
1508,31
1509,31
1510,31
1511,31
1512,31
1513,31
1514,31
1515,31
1516,31
1517,31
1518,31
1519,32
1520,31
1521,31
1522,31
1523,31
1524,31
1525,30
1526,31
1527,31
1528,31
1529,31
1530,30
1531,31
1532,31
1533,30
1534,31
1535,32
1536,37
1537,37
1538,38
1539,36
1540,36
1541,37
1542,37
1543,37
1544,37
1545,37
1546,37
1547,36
1548,37
1549,37
1550,37
1551,36
1552,37
1553,37
1554,37
1555,37
1556,37
1557,37
1558,37
1559,37
1560,37
1561,37
1562,37
1563,38
1564,38
1565,37
1566,37
1567,37
1568,37
1569,37
1570,37
1571,37
1572,37
1573,37
1574,37
1575,37
1576,37
1577,37
1578,37
1579,37
1580,37
1581,37
1582,37
1583,37
1584,37
1585,37
1586,37
1587,37
1588,37
1589,36
1590,37
1591,37
1592,37
1593,38
1594,37
1595,37
1596,37
1597,37
1598,37
1599,37
1600,37
1601,37
1602,37
1603,37
1604,38
1605,37
1606,38
1607,37
1608,37
1609,37
1610,37
1611,37
1612,37
1613,37
1614,37
1615,37
1616,37
1617,37
1618,37
1619,38
1620,37
1621,37
1622,37
1623,39
1624,43
1625,43
1626,43
1627,43
1628,43
1629,43
1630,43
1631,43
1632,43
1633,43
1634,43
1635,43
1636,43
1637,43
1638,43
1639,43
1640,44
1641,43
1642,42
1643,43
1644,43
1645,43
1646,43
1647,43
1648,43
1649,43
1650,31
1651,31
1652,31
1653,31
1654,31
1655,31
1656,31
1657,31
1658,30
1659,32
1660,31
1661,31
1662,31
1663,31
1664,31
1665,31
1666,31
1667,31
1668,31
1669,31
1670,31
1671,31
1672,31
1673,31
1674,31
1675,31
1676,30
1677,31
1678,31
1679,31
1680,31
1681,31
1682,31
1683,31
1684,31
1685,31
1686,31
1687,31
1688,31
1689,31
1690,31
1691,31
1692,31
1693,31
1694,31
1695,31
1696,31
1697,31
1698,31
1699,31
1700,31
1701,32
1702,31
1703,31
1704,31
1705,31
1706,31
1707,31
1708,31
1709,32
1710,32
1711,31
1712,31
1713,31
1714,31
1715,31
1716,32
1717,31
1718,31
1719,31
1720,31
1721,32
1722,31
1723,31
1724,31
1725,31
1726,31
1727,31
1728,31
1729,31
1730,31
1731,31
1732,31
1733,32
1734,31
1735,31
1736,31
1737,31
1738,31
1739,31
1740,31
1741,31
1742,31
1743,31
1744,31
1745,31
1746,31
1747,31
1748,31
1749,31
1750,31
1751,32
1752,31
1753,31
1754,31
1755,31
1756,31
1757,31
1758,31
1759,31
1760,31
1761,31
1762,31
1763,31
1764,31
1765,31
1766,31
1767,31
1768,31
1769,31
1770,31
1771,31
1772,31
1773,31
1774,31
1775,31
1776,31
1777,31
1778,31
1779,30
1780,31
1781,31
1782,31
1783,31
1784,31
1785,31
1786,31
1787,31
1788,31
1789,31
1790,31
1791,31
1792,31
1793,31
1794,31
1795,31
1796,31
1797,31
1798,32
1799,31
1800,31
1801,31
1802,31
1803,31
1804,31
1805,31
1806,31
1807,31
1808,31
1809,31
1810,31
1811,31
1812,31
1813,31
1814,31
1815,31
1816,31
1817,31
1818,31
1819,31
1820,31
1821,31
1822,32
1823,30
1824,31
1825,31
1826,31
1827,31
1828,31
1829,31
1830,30
1831,31
1832,31
1833,31
1834,31
1835,31
1836,31
1837,31
1838,32
1839,31
1840,30
1841,31
1842,31
1843,31
1844,31
1845,30
1846,32
1847,31
1848,31
1849,31
1850,31
1851,31
1852,31
1853,31
1854,31
1855,31
1856,31
1857,31
1858,31
1859,31
1860,31
1861,30
1862,43
1863,43
1864,43
1865,42
1866,43
1867,42
1868,43
1869,43
1870,42
1871,43
1872,43
1873,43
1874,43
1875,43
1876,43
1877,43
1878,43
1879,42
1880,43
1881,43
1882,43
1883,43
1884,43
1885,43
1886,43
1887,43
1888,43
1889,43
1890,43
1891,42
1892,43
1893,43
1894,42
1895,43
1896,42
1897,43
1898,43
1899,42
1900,43
1901,43
1902,42
1903,43
1904,42
1905,43
1906,43
1907,42
1908,43
1909,43
1910,43
1911,42
1912,43
1913,43
1914,43
1915,43
1916,43
1917,43
1918,44
1919,44
1920,43
1921,42
1922,42
1923,43
1924,43
1925,43
1926,43
1927,43
1928,43
1929,43
1930,43
1931,43
1932,43
1933,43
1934,43
1935,43
1936,43
1937,43
1938,43
1939,43
1940,43
1941,42
1942,37
1943,37
1944,37
1945,37
1946,37
1947,37
1948,37
1949,37
1950,36
1951,37
1952,37
1953,37
1954,36
1955,37
1956,36
1957,37
1958,36
1959,37
1960,37
1961,37
1962,37
1963,37
1964,37
1965,37
1966,37
1967,37
1968,37
1969,37
1970,37
1971,37
1972,37
1973,37
1974,37
1975,37
1976,37
1977,37
1978,37
1979,37
1980,37
1981,38
1982,37
1983,37
1984,37
1985,37
1986,38
1987,37
1988,37
1989,36
1990,37
1991,37
1992,37
1993,38
1994,37
1995,37
1996,37
1997,37
1998,38
1999,37
2000,37
2001,37
2002,37
2003,38
2004,37
2005,37
2006,37
2007,37
2008,37
2009,37
2010,37
2011,37
2012,37
2013,37
2014,37
2015,37
2016,37
2017,37
2018,37
2019,37
2020,38
2021,37
2022,37
2023,37
2024,37
2025,37
2026,37
2027,37
2028,37
2029,37
2030,37
2031,37
2032,38
2033,37
2034,37
2035,37
2036,37
2037,37
2038,37
2039,37
2040,38
2041,37
2042,37
2043,37
2044,37
2045,37
2046,36
2047,36
2048,37
2049,37
2050,37
2051,36
2052,36
2053,36
2054,37
2055,37
2056,37
2057,37
2058,37
2059,37
2060,36
2061,37
2062,37
2063,36
2064,37
2065,43
2066,43
2067,43
2068,43
2069,43
2070,43
2071,43
2072,43
2073,43
2074,43
2075,44
2076,43
2077,43
2078,43
2079,43
2080,43
2081,44
2082,43
2083,43
2084,43
2085,43
2086,43
2087,43
2088,43
2089,43
2090,43
2091,43
2092,43
2093,43
2094,43
2095,43
2096,43
2097,43
2098,43
2099,43
2100,43
2101,44
2102,43
2103,43
2104,43
2105,43
2106,43
2107,43
2108,43
2109,43
2110,43
2111,43
2112,43
2113,43
2114,43
2115,43
2116,43
2117,43
2118,43
2119,42
2120,43
2121,43
2122,44
2123,43
2124,43
2125,43
2126,43
2127,43
2128,43
2129,43
2130,43
2131,43
2132,43
2133,43
2134,43
2135,43
2136,43
2137,43
2138,43
2139,43
2140,55
2141,43
2142,43
2143,43
2144,43
2145,43
2146,31
2147,31
2148,31
2149,31
2150,31
2151,31
2152,31
2153,31
2154,31
2155,31
2156,31
2157,31
2158,31
2159,31
2160,31
2161,31
2162,31
2163,31
2164,31
2165,31
2166,31
2167,31
2168,31
2169,31
2170,31
2171,31
2172,30
2173,31
2174,31
2175,31
2176,31
2177,31
2178,31
2179,31
2180,31
2181,31
2182,31
2183,30
2184,31
2185,31
2186,31
2187,31
2188,31
2189,31
2190,31
2191,31
2192,31
2193,30
2194,31
2195,31
2196,31
2197,31
2198,30
2199,31
2200,31
2201,32
2202,31
2203,31
2204,31
2205,31
2206,30
2207,31
2208,31
2209,31
2210,31
2211,31
2212,31
2213,30
2214,31
2215,31
2216,31
2217,31
2218,31
2219,31
2220,31
2221,31
2222,31
2223,31
2224,31
2225,31
2226,31
2227,31
2228,31
2229,31
2230,31
2231,31
2232,31
